filepath,label,label_str,filename,height,width,format,mode
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00343.jpg,0,non-face,B1_00343,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00344.jpg,0,non-face,B1_00344,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00345.jpg,0,non-face,B1_00345,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00346.jpg,0,non-face,B1_00346,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00347.jpg,0,non-face,B1_00347,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00348.jpg,0,non-face,B1_00348,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00349.jpg,0,non-face,B1_00349,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00350.jpg,0,non-face,B1_00350,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00351.jpg,0,non-face,B1_00351,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00352.jpg,0,non-face,B1_00352,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00353.jpg,0,non-face,B1_00353,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00354.jpg,0,non-face,B1_00354,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00355.jpg,0,non-face,B1_00355,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00356.jpg,0,non-face,B1_00356,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00357.jpg,0,non-face,B1_00357,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00358.jpg,0,non-face,B1_00358,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00359.jpg,0,non-face,B1_00359,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00360.jpg,0,non-face,B1_00360,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00361.jpg,0,non-face,B1_00361,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00362.jpg,0,non-face,B1_00362,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00363.jpg,0,non-face,B1_00363,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00364.jpg,0,non-face,B1_00364,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00365.jpg,0,non-face,B1_00365,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00366.jpg,0,non-face,B1_00366,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00367.jpg,0,non-face,B1_00367,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00368.jpg,0,non-face,B1_00368,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00369.jpg,0,non-face,B1_00369,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00370.jpg,0,non-face,B1_00370,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00371.jpg,0,non-face,B1_00371,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00372.jpg,0,non-face,B1_00372,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00373.jpg,0,non-face,B1_00373,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00374.jpg,0,non-face,B1_00374,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00375.jpg,0,non-face,B1_00375,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00376.jpg,0,non-face,B1_00376,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00377.jpg,0,non-face,B1_00377,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00378.jpg,0,non-face,B1_00378,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00379.jpg,0,non-face,B1_00379,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00380.jpg,0,non-face,B1_00380,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00381.jpg,0,non-face,B1_00381,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00382.jpg,0,non-face,B1_00382,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00383.jpg,0,non-face,B1_00383,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00384.jpg,0,non-face,B1_00384,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00385.jpg,0,non-face,B1_00385,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00386.jpg,0,non-face,B1_00386,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00387.jpg,0,non-face,B1_00387,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00388.jpg,0,non-face,B1_00388,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00389.jpg,0,non-face,B1_00389,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00390.jpg,0,non-face,B1_00390,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00391.jpg,0,non-face,B1_00391,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00392.jpg,0,non-face,B1_00392,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00393.jpg,0,non-face,B1_00393,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00394.jpg,0,non-face,B1_00394,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00395.jpg,0,non-face,B1_00395,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00396.jpg,0,non-face,B1_00396,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00397.jpg,0,non-face,B1_00397,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00398.jpg,0,non-face,B1_00398,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00399.jpg,0,non-face,B1_00399,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00400.jpg,0,non-face,B1_00400,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00401.jpg,0,non-face,B1_00401,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00402.jpg,0,non-face,B1_00402,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00403.jpg,0,non-face,B1_00403,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00404.jpg,0,non-face,B1_00404,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00405.jpg,0,non-face,B1_00405,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00406.jpg,0,non-face,B1_00406,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00407.jpg,0,non-face,B1_00407,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00408.jpg,0,non-face,B1_00408,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00409.jpg,0,non-face,B1_00409,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00410.jpg,0,non-face,B1_00410,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00411.jpg,0,non-face,B1_00411,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00412.jpg,0,non-face,B1_00412,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00413.jpg,0,non-face,B1_00413,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00414.jpg,0,non-face,B1_00414,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00415.jpg,0,non-face,B1_00415,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00416.jpg,0,non-face,B1_00416,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00417.jpg,0,non-face,B1_00417,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00418.jpg,0,non-face,B1_00418,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00419.jpg,0,non-face,B1_00419,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00420.jpg,0,non-face,B1_00420,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00421.jpg,0,non-face,B1_00421,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00422.jpg,0,non-face,B1_00422,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00423.jpg,0,non-face,B1_00423,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00424.jpg,0,non-face,B1_00424,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00425.jpg,0,non-face,B1_00425,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00426.jpg,0,non-face,B1_00426,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00427.jpg,0,non-face,B1_00427,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00428.jpg,0,non-face,B1_00428,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00429.jpg,0,non-face,B1_00429,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00430.jpg,0,non-face,B1_00430,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00431.jpg,0,non-face,B1_00431,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00432.jpg,0,non-face,B1_00432,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00433.jpg,0,non-face,B1_00433,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00434.jpg,0,non-face,B1_00434,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00435.jpg,0,non-face,B1_00435,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00436.jpg,0,non-face,B1_00436,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00437.jpg,0,non-face,B1_00437,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00438.jpg,0,non-face,B1_00438,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00439.jpg,0,non-face,B1_00439,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00440.jpg,0,non-face,B1_00440,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00441.jpg,0,non-face,B1_00441,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00442.jpg,0,non-face,B1_00442,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00443.jpg,0,non-face,B1_00443,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00444.jpg,0,non-face,B1_00444,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00445.jpg,0,non-face,B1_00445,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00446.jpg,0,non-face,B1_00446,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00447.jpg,0,non-face,B1_00447,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00448.jpg,0,non-face,B1_00448,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00449.jpg,0,non-face,B1_00449,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00450.jpg,0,non-face,B1_00450,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00451.jpg,0,non-face,B1_00451,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00452.jpg,0,non-face,B1_00452,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00453.jpg,0,non-face,B1_00453,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00454.jpg,0,non-face,B1_00454,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00455.jpg,0,non-face,B1_00455,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00456.jpg,0,non-face,B1_00456,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00457.jpg,0,non-face,B1_00457,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00458.jpg,0,non-face,B1_00458,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00459.jpg,0,non-face,B1_00459,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00460.jpg,0,non-face,B1_00460,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00461.jpg,0,non-face,B1_00461,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00462.jpg,0,non-face,B1_00462,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00463.jpg,0,non-face,B1_00463,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00464.jpg,0,non-face,B1_00464,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00465.jpg,0,non-face,B1_00465,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00466.jpg,0,non-face,B1_00466,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00467.jpg,0,non-face,B1_00467,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00468.jpg,0,non-face,B1_00468,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00469.jpg,0,non-face,B1_00469,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00470.jpg,0,non-face,B1_00470,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00471.jpg,0,non-face,B1_00471,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00472.jpg,0,non-face,B1_00472,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00473.jpg,0,non-face,B1_00473,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00474.jpg,0,non-face,B1_00474,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00475.jpg,0,non-face,B1_00475,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00476.jpg,0,non-face,B1_00476,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00477.jpg,0,non-face,B1_00477,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00478.jpg,0,non-face,B1_00478,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00479.jpg,0,non-face,B1_00479,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00480.jpg,0,non-face,B1_00480,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00481.jpg,0,non-face,B1_00481,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00482.jpg,0,non-face,B1_00482,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00483.jpg,0,non-face,B1_00483,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00484.jpg,0,non-face,B1_00484,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00485.jpg,0,non-face,B1_00485,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00486.jpg,0,non-face,B1_00486,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00487.jpg,0,non-face,B1_00487,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00488.jpg,0,non-face,B1_00488,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00489.jpg,0,non-face,B1_00489,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00490.jpg,0,non-face,B1_00490,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00491.jpg,0,non-face,B1_00491,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00492.jpg,0,non-face,B1_00492,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00493.jpg,0,non-face,B1_00493,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00494.jpg,0,non-face,B1_00494,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00495.jpg,0,non-face,B1_00495,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00496.jpg,0,non-face,B1_00496,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00497.jpg,0,non-face,B1_00497,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00498.jpg,0,non-face,B1_00498,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00499.jpg,0,non-face,B1_00499,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00500.jpg,0,non-face,B1_00500,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00501.jpg,0,non-face,B1_00501,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00502.jpg,0,non-face,B1_00502,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00503.jpg,0,non-face,B1_00503,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00504.jpg,0,non-face,B1_00504,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00505.jpg,0,non-face,B1_00505,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00506.jpg,0,non-face,B1_00506,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00507.jpg,0,non-face,B1_00507,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00508.jpg,0,non-face,B1_00508,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00509.jpg,0,non-face,B1_00509,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00510.jpg,0,non-face,B1_00510,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00511.jpg,0,non-face,B1_00511,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00512.jpg,0,non-face,B1_00512,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00513.jpg,0,non-face,B1_00513,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00514.jpg,0,non-face,B1_00514,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00515.jpg,0,non-face,B1_00515,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00516.jpg,0,non-face,B1_00516,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00517.jpg,0,non-face,B1_00517,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00518.jpg,0,non-face,B1_00518,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00519.jpg,0,non-face,B1_00519,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00520.jpg,0,non-face,B1_00520,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00521.jpg,0,non-face,B1_00521,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00522.jpg,0,non-face,B1_00522,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00523.jpg,0,non-face,B1_00523,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00524.jpg,0,non-face,B1_00524,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00525.jpg,0,non-face,B1_00525,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00526.jpg,0,non-face,B1_00526,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00527.jpg,0,non-face,B1_00527,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00528.jpg,0,non-face,B1_00528,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00529.jpg,0,non-face,B1_00529,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00530.jpg,0,non-face,B1_00530,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00531.jpg,0,non-face,B1_00531,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00532.jpg,0,non-face,B1_00532,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00533.jpg,0,non-face,B1_00533,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00534.jpg,0,non-face,B1_00534,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00535.jpg,0,non-face,B1_00535,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00536.jpg,0,non-face,B1_00536,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00537.jpg,0,non-face,B1_00537,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00538.jpg,0,non-face,B1_00538,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00539.jpg,0,non-face,B1_00539,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00540.jpg,0,non-face,B1_00540,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00541.jpg,0,non-face,B1_00541,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00542.jpg,0,non-face,B1_00542,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00543.jpg,0,non-face,B1_00543,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00544.jpg,0,non-face,B1_00544,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00545.jpg,0,non-face,B1_00545,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00546.jpg,0,non-face,B1_00546,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00547.jpg,0,non-face,B1_00547,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00548.jpg,0,non-face,B1_00548,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00549.jpg,0,non-face,B1_00549,19,19,JPEG,RGB
C:\Users\Noam\PycharmProjects\Jubaan\data\train\non-face\B1_00550.jpg,0,non-face,B1_00550,19,19,JPEG,RGB
